PID,SalePrice
903201080,155973.08
921128050,389795.34
905101330,124243.086
909250200,143440.02
916403020,196212.25
535151020,133902.34
908152290,155379.22
535355100,127062.76
923400125,129668.125
903227020,119980.195
528322020,324255.78
909451140,124310.52
909451020,117099.61
908225290,121335.58
532377100,134416.3
534129380,141525.98
902304040,143507.19
534276180,119973.33
528222040,193118.67
528176070,302541.2
902400110,365024.34
903233030,119760.13
531367050,231814.89
907227300,127332.42
923226290,80049.95
906340080,320639.5
533206050,201234.8
535304170,131801.97
528315060,307922.2
923276030,136380.16
907270050,261180.28
902109080,110539.92
904100030,141733.72
528439050,233650.64
534401110,130587.586
908275040,128060.92
902300040,141659.94
527302020,225775.55
534477110,169563.06
527325090,184970.73
902106130,93716.75
528164040,327858.12
906203140,228216.12
535375040,87632.66
527455060,146479.5
535451250,134965.94
907131190,202951.64
923425030,126529.37
911204090,107230.22
907290160,142771.28
909451100,124166.92
534426040,141629.14
916386180,201703.4
907405030,206190.73
903226060,149548.88
528315070,271321.8
527210030,478617.94
533212050,149618.78
528228460,163325.36
535105060,164580.45
906392070,181766.75
914476130,159345.3
908275180,126646.35
533236040,181879.98
533254110,261720.84
534455030,153791.9
528321010,374115.0
528435060,259507.1
535403200,119084.42
528110020,498735.4
907194130,215455.17
528186190,228348.92
902206040,109857.86
921128020,402792.56
533250110,219782.84
534479300,122878.42
534225120,140747.47
903425245,188014.28
533130170,350133.38
909100080,108724.484
923230180,132996.45
533223020,156153.62
905106170,123338.77
907202220,129364.89
907251100,264523.75
527163010,183706.2
526353030,222632.03
903425420,108793.98
528108070,348324.25
903401030,140826.42
531375110,143372.6
904301410,100587.1
902204120,131477.83
904302020,83578.164
902202090,138633.3
528344020,296141.1
908103260,133007.86
909251170,148525.52
911370450,281218.1
903456110,210942.78
908276230,107301.01
535105160,113894.414
902207130,53753.38
923228230,83826.1
903457040,155946.77
908102130,122573.3
535151040,139458.38
921126010,287265.28
534276010,116890.07
534204030,128174.06
911104060,57425.902
903450110,101016.05
527328050,161213.02
910206010,56652.867
527451400,93645.72
907290090,224030.92
531363030,159188.1
528218080,183427.16
527451200,104469.97
903427120,152370.98
534431020,122558.22
535153140,164279.52
534403290,198337.23
534479120,130516.87
907135040,146678.14
533350050,360129.22
535451110,120614.164
533213070,171001.38
916384100,263776.84
535126040,211634.55
909282060,213414.67
528427100,253961.16
534430090,110110.33
528348030,297013.1
923228390,78798.51
908186050,142232.42
531452100,155024.88
902207150,107472.14
528120160,290377.2
535354130,129677.9
533208090,176617.62
535381060,100976.84
527452190,143593.31
903233120,125153.914
905109130,267518.12
909281030,121865.79
910203250,61874.574
528294010,180653.12
528172020,241984.52
535380010,155938.58
916382010,214477.9
532479140,149910.44
905452040,155023.84
534475185,155279.23
534178010,137817.33
527212040,357392.75
909175030,140520.94
531479030,110282.89
902100130,96691.58
909101070,66961.305
902109130,116067.39
528365070,316440.62
534276360,127625.66
527180100,185511.84
527455100,138762.14
902301130,116020.24
532378120,117144.96
903455140,113167.586
910201050,144445.55
923400040,187589.45
914476430,170315.86
533206070,229916.58
909451130,116523.11
903226150,105954.56
534400050,170631.9
908102160,122305.55
533236050,196023.9
528488140,190019.31
906380010,196884.05
903454090,142288.86
535450310,176499.08
531371070,181379.22
531477050,90603.914
905103180,145384.9
902402130,115030.555
531452260,185082.61
527376110,170578.06
909250220,101932.11
527427160,179120.98
907202050,152617.06
531379050,218756.3
528240030,191640.3
903430090,130560.94
534127080,198922.0
907265100,242146.11
527405130,115344.4
532351050,120736.38
535305030,114146.69
535450190,119219.64
527355280,198379.42
906380190,179437.28
907203090,130000.836
908203100,99627.34
905200260,167387.28
906475170,298773.9
909201110,131701.2
534126090,197122.66
907200190,136672.58
534430050,113098.1
909201180,114747.76
528108130,397746.56
909276200,157793.14
916402015,197582.45
904100190,82601.05
532353130,124781.12
527145090,192726.6
535375130,110388.54
533254100,191909.88
528142110,338812.1
528235200,180125.33
923202015,199237.55
905451340,102222.89
528218100,177782.48
528240130,208047.06
911370540,271507.66
909175050,176206.44
907410040,210725.62
528108010,278137.75
531376030,182956.84
905453080,258821.48
906226120,147796.84
908154080,242539.47
534451120,82477.07
535478090,120400.41
903206170,169671.28
902406030,118320.29
907414040,192854.38
911102170,97814.1
923225360,90950.984
902106040,149419.14
534477090,147346.9
906378150,312900.75
535325460,214306.77
534275220,125942.59
535353140,103384.484
907412020,207992.9
528358040,299888.94
906380200,182519.94
903231080,102069.945
907275080,244807.78
533212110,153292.88
904301110,92723.27
531363040,158970.69
535104120,177865.4
527427110,181227.58
527354050,166069.28
907420060,187230.39
905101300,108518.336
528435050,269500.38
903234160,94331.97
534177230,225730.55
923228270,80658.336
535427070,239913.0
527455050,144111.88
535155110,138842.75
923226270,81009.33
909251090,234516.14
535304100,129880.13
916380070,315293.84
534201230,136678.31
535179160,124890.766
531451020,187777.03
528344060,278911.22
535402220,182517.69
903226160,118436.914
902107050,131164.22
905480030,113218.86
527183060,199290.19
909252110,188035.8
902111010,98022.72
535404080,119780.92
908188140,132879.81
907285010,224931.56
905352030,196894.0
535175050,155967.28
906425045,160069.53
535152060,133799.45
903204040,133404.47
903458020,95098.85
923204040,128045.9
903236200,110557.95
535457020,140261.6
527451380,113640.64
531375140,140262.27
528174060,195239.02
903400180,212292.31
903227150,136823.73
909250070,151904.38
909425180,185709.75
