PID,SalePrice
902134100,77963.58
908178050,237034.58
535451210,104710.75
528114050,339213.7
907203010,130264.44
534151175,240496.08
908228040,115224.13
902110080,132126.53
923277040,137598.88
908204160,82320.75
905402110,112703.516
905102060,134099.89
902402010,140914.06
527107130,186678.67
909251030,137859.2
903225040,126193.91
902405120,113830.695
534201280,133004.55
527451290,96715.36
905451390,151141.67
528456200,200619.55
902110130,90136.414
528112010,244665.23
905226130,146587.27
905108120,144823.39
532353120,120381.31
528120030,339511.44
527450110,98505.77
533244040,309852.7
910205120,108604.85
535452100,133963.38
528106050,425431.53
909100170,87064.95
531453040,187105.55
535304060,128108.46
528431120,248815.53
904100170,149477.88
528218090,174449.28
527131110,268322.7
533208010,201442.2
906226080,131429.55
535152200,128595.266
528231020,179554.52
911128010,107529.94
527455250,125454.02
535403150,141816.39
533251110,277742.47
535457010,156675.81
528110040,440906.75
923252080,120343.55
909101010,116649.305
535177110,167116.64
528354050,290529.44
528235000,175477.8
909252150,140675.06
909275110,193071.42
534427040,154547.45
535151080,147789.11
923226320,81117.32
535450210,137440.58
905403050,84050.28
535382150,84839.49
535176070,147389.66
905103140,155304.22
534201260,144782.38
531451110,121208.78
528348010,298364.3
527212050,435071.2
532377130,144904.34
535325320,120935.945
535383110,91395.6
531450030,202892.45
903401020,168797.67
531363050,147394.98
528358030,355335.25
528456230,201025.38
903227140,120470.77
909179020,182922.95
905202090,111899.74
535453040,131602.77
535302130,137465.75
528480040,259114.89
905104180,129142.414
534451050,112899.625
531452010,147388.11
923228220,82120.64
903233100,133116.98
906392080,181737.6
903232090,142465.84
903426200,155784.55
903451110,128145.73
909250150,177154.39
527180040,194570.11
909253080,190523.5
534431130,118424.695
921205070,339117.94
527105060,175586.44
528290140,180332.42
527451110,126636.48
903201080,155974.08
921128050,389796.34
905101330,124244.086
909250200,143441.02
916403020,196213.25
535151020,133903.34
908152290,155380.22
535355100,127063.76
923400125,129669.125
903227020,119981.195
528322020,324256.78
909451140,124311.52
909451020,117100.61
908225290,121336.58
532377100,134417.3
534129380,141526.98
902304040,143508.19
534276180,119974.33
528222040,193119.67
528176070,302542.2
902400110,365025.34
903233030,119761.13
531367050,231815.89
907227300,127333.42
923226290,80050.95
906340080,320640.5
533206050,201235.8
535304170,131802.97
528315060,307923.2
923276030,136381.16
907270050,261181.28
902109080,110540.92
904100030,141734.72
528439050,233651.64
534401110,130588.586
908275040,128061.92
902300040,141660.94
527302020,225776.55
534477110,169564.06
527325090,184971.73
902106130,93717.75
528164040,327859.12
906203140,228217.12
535375040,87633.66
527455060,146480.5
535451250,134966.94
907131190,202952.64
923425030,126530.37
911204090,107231.22
907290160,142772.28
909451100,124167.92
534426040,141630.14
916386180,201704.4
907405030,206191.73
903226060,149549.88
528315070,271322.8
527210030,478618.94
533212050,149619.78
528228460,163326.36
535105060,164581.45
906392070,181767.75
914476130,159346.3
908275180,126647.35
533236040,181880.98
533254110,261721.84
534455030,153792.9
528321010,374116.0
528435060,259508.1
535403200,119085.42
528110020,498736.4
907194130,215456.17
528186190,228349.92
902206040,109858.86
921128020,402793.56
533250110,219783.84
534479300,122879.42
534225120,140748.47
903425245,188015.28
533130170,350134.38
909100080,108725.484
923230180,132997.45
533223020,156154.62
905106170,123339.77
907202220,129365.89
907251100,264524.75
527163010,183707.2
526353030,222633.03
903425420,108794.98
528108070,348325.25
903401030,140827.42
531375110,143373.6
904301410,100588.1
902204120,131478.83
904302020,83579.164
902202090,138634.3
528344020,296142.1
908103260,133008.86
909251170,148526.52
911370450,281219.1
903456110,210943.78
908276230,107302.01
535105160,113895.414
902207130,53754.38
923228230,83827.1
903457040,155947.77
908102130,122574.3
535151040,139459.38
921126010,287266.28
534276010,116891.07
534204030,128175.06
911104060,57426.902
903450110,101017.05
527328050,161214.02
910206010,56653.867
527451400,93646.72
907290090,224031.92
531363030,159189.1
528218080,183428.16
527451200,104470.97
903427120,152371.98
534431020,122559.22
535153140,164280.52
534403290,198338.23
534479120,130517.87
907135040,146679.14
533350050,360130.22
535451110,120615.164
533213070,171002.38
916384100,263777.84
535126040,211635.55
909282060,213415.67
528427100,253962.16
534430090,110111.33
528348030,297014.1
923228390,78799.51
908186050,142233.42
531452100,155025.88
902207150,107473.14
528120160,290378.2
535354130,129678.9
533208090,176618.62
535381060,100977.84
527452190,143594.31
903233120,125154.914
905109130,267519.12
909281030,121866.79
910203250,61875.574
528294010,180654.12
528172020,241985.52
535380010,155939.58
916382010,214478.9
532479140,149911.44
905452040,155024.84
534475185,155280.23
534178010,137818.33
527212040,357393.78
909175030,140521.94
531479030,110283.89
902100130,96692.58
909101070,66962.305
902109130,116068.39
528365070,316441.62
534276360,127626.66
527180100,185512.84
527455100,138763.14
902301130,116021.24
532378120,117145.96
903455140,113168.586
910201050,144446.55
923400040,187590.45
914476430,170316.86
533206070,229917.58
909451130,116524.11
903226150,105955.56
534400050,170632.9
908102160,122306.55
533236050,196024.9
528488140,190020.31
906380010,196885.05
903454090,142289.86
535450310,176500.08
531371070,181380.22
531477050,90604.914
905103180,145385.9
902402130,115031.555
531452260,185083.61
527376110,170579.06
909250220,101933.11
527427160,179121.98
907202050,152618.06
531379050,218757.3
528240030,191641.3
903430090,130561.94
534127080,198923.0
907265100,242147.11
527405130,115345.4
532351050,120737.38
535305030,114147.69
535450190,119220.64
527355280,198380.42
906380190,179438.28
907203090,130001.836
908203100,99628.34
905200260,167388.28
906475170,298774.9
909201110,131702.2
534126090,197123.66
907200190,136673.58
534430050,113099.1
909201180,114748.76
528108130,397747.56
909276200,157794.14
916402015,197583.45
904100190,82602.05
532353130,124782.12
527145090,192727.6
535375130,110389.54
533254100,191910.88
528142110,338813.1
528235200,180126.33
923202015,199238.55
905451340,102223.89
528218100,177783.48
528240130,208048.06
911370540,271508.66
909175050,176207.44
907410040,210726.62
528108010,278138.75
531376030,182957.84
905453080,258822.48
906226120,147797.84
908154080,242540.47
534451120,82478.07
535478090,120401.41
903206170,169672.28
902406030,118321.29
907414040,192855.38
911102170,97815.1
923225360,90951.984
902106040,149420.14
534477090,147347.9
906378150,312901.75
535325460,214307.77
534275220,125943.59
535353140,103385.484
907412020,207993.9
528358040,299889.94
906380200,182520.94
903231080,102070.945
907275080,244808.78
533212110,153293.88
904301110,92724.27
531363040,158971.69
535104120,177866.4
527427110,181228.58
527354050,166070.28
907420060,187231.39
905101300,108519.336
528435050,269501.38
903234160,94332.97
534177230,225731.55
923228270,80659.336
535427070,239914.0
527455050,144112.88
535155110,138843.75
923226270,81010.33
909251090,234517.14
535304100,129881.13
916380070,315294.84
534201230,136679.31
535179160,124891.766
531451020,187778.03
528344060,278912.22
535402220,182518.69
903226160,118437.914
902107050,131165.22
905480030,113219.86
527183060,199291.19
909252110,188036.8
902111010,98023.72
535404080,119781.92
908188140,132880.81
907285010,224932.56
905352030,196895.0
535175050,155968.28
906425045,160070.53
535152060,133800.45
903204040,133405.47
903458020,95099.85
923204040,128046.9
903236200,110558.95
535457020,140262.6
527451380,113641.64
531375140,140263.27
528174060,195240.02
903400180,212293.31
903227150,136824.73
909250070,151905.38
909425180,185710.75
